session_id,user_id,session_timestamp,duration_minutes,games_played
S_1981196,U_00001,2025-07-02 00:00:00.000000,28.583525719794107,2
S_9084602,U_00001,2025-07-15 00:00:00.000000,7.573490698482174,3
S_3847945,U_00001,2025-07-03 00:00:00.000000,7.6326403357576735,6
S_1166544,U_00001,2025-07-15 00:00:00.000000,49.12279553910837,4
S_1916049,U_00001,2025-07-01 00:00:00.000000,27.401491134529845,2
S_5178761,U_00001,2025-07-07 00:00:00.000000,24.21231465655447,8
S_7910154,U_00001,2025-07-10 00:00:00.000000,30.31755332806619,3
S_6641838,U_00001,2025-07-22 00:00:00.000000,24.61140748273129,4
S_8220642,U_00001,2025-07-04 00:00:00.000000,29.060842086238125,5
S_1516408,U_00001,2025-07-09 00:00:00.000000,26.09599865050926,7
S_1413353,U_00001,2025-07-14 00:00:00.000000,33.25339367140217,5
S_1846087,U_00001,2025-07-02 00:00:00.000000,18.87418324736732,4
S_1912368,U_00001,2025-07-11 00:00:00.000000,104.89939266143139,4
S_6566973,U_00002,2025-07-02 00:52:33.915391,11.64558229761833,10
S_9386913,U_00002,2025-07-19 00:52:33.915391,23.4973129654218,8
S_1261496,U_00002,2025-07-15 00:52:33.915391,78.29689636093214,2
S_3933176,U_00002,2025-07-14 00:52:33.915391,72.80764201399026,3
S_9856755,U_00002,2025-07-08 00:52:33.915391,36.27154235001957,8
S_7360594,U_00002,2025-07-05 00:52:33.915391,26.606579097984138,4
S_6500986,U_00002,2025-07-03 00:52:33.915391,82.98579172886913,8
S_7797373,U_00002,2025-07-09 00:52:33.915391,15.249772227033777,7
S_2369368,U_00002,2025-07-11 00:52:33.915391,7.498093048342186,4
S_5363032,U_00002,2025-07-11 00:52:33.915391,24.084592821386238,1
S_1149850,U_00002,2025-07-06 00:52:33.915391,93.1642709858633,5
S_5924536,U_00002,2025-07-07 00:52:33.915391,42.808096208074836,2
S_9456187,U_00002,2025-07-08 00:52:33.915391,46.10935086785345,7
S_8559429,U_00002,2025-07-02 00:52:33.915391,18.551468664119753,6
S_2441044,U_00002,2025-07-27 00:52:33.915391,86.79315819148573,4
S_6662066,U_00002,2025-07-21 00:52:33.915391,13.912390656675367,4
S_2785848,U_00002,2025-07-10 00:52:33.915391,49.87881848710058,2
S_2034608,U_00002,2025-07-10 00:52:33.915391,17.19096920933981,7
S_3091731,U_00002,2025-07-06 00:52:33.915391,56.79029896899751,4
S_7690694,U_00002,2025-07-04 00:52:33.915391,18.450140043472786,6
S_3487673,U_00002,2025-07-04 00:52:33.915391,9.51786265327716,4
S_2716313,U_00002,2025-07-06 00:52:33.915391,55.43072885875134,6
S_5256567,U_00002,2025-07-05 00:52:33.915391,18.570369103259853,3
S_8708626,U_00002,2025-07-07 00:52:33.915391,5.033249630369494,3
S_1275321,U_00002,2025-07-15 00:52:33.915391,10.809207717794143,7
S_5818381,U_00002,2025-08-17 00:52:33.915391,6.870301075376993,3
S_4578138,U_00002,2025-07-01 00:52:33.915391,18.2314637492068,8
S_4322412,U_00002,2025-07-07 00:52:33.915391,9.477098277594383,4
S_5878096,U_00002,2025-07-02 00:52:33.915391,10.61842981216072,10
S_1768717,U_00003,2025-07-26 01:45:07.830783,13.607245999050484,3
S_1334714,U_00003,2025-07-05 01:45:07.830783,14.644152829195074,3
S_5583302,U_00003,2025-07-19 01:45:07.830783,28.461867504196398,7
S_9432690,U_00003,2025-07-10 01:45:07.830783,27.03173049303875,9
S_8768031,U_00003,2025-07-23 01:45:07.830783,29.700134795154938,4
S_3185551,U_00003,2025-07-04 01:45:07.830783,13.356311894145618,7
S_7059398,U_00003,2025-07-08 01:45:07.830783,21.986071467875536,3
S_5347239,U_00003,2025-07-07 01:45:07.830783,2.739515823104537,6
S_7850470,U_00003,2025-07-12 01:45:07.830783,31.730015640131686,5
S_8854504,U_00003,2025-08-03 01:45:07.830783,21.40424929655132,6
S_3837715,U_00003,2025-07-03 01:45:07.830783,7.777218964990459,6
S_9599093,U_00003,2025-08-01 01:45:07.830783,9.631047294995266,4
S_2320937,U_00003,2025-07-01 01:45:07.830783,12.15015637597443,5
S_8605515,U_00003,2025-07-01 01:45:07.830783,32.921228502536195,3
S_8975958,U_00003,2025-07-07 01:45:07.830783,20.333032929580046,6
S_8679045,U_00003,2025-07-03 01:45:07.830783,8.155961449542795,6
S_1355917,U_00003,2025-07-25 01:45:07.830783,38.01192778914988,5
S_7237037,U_00003,2025-07-07 01:45:07.830783,16.042806491942482,4
S_1091006,U_00003,2025-07-04 01:45:07.830783,34.53301810166409,5
S_5906681,U_00003,2025-07-03 01:45:07.830783,21.89810241675592,13
S_1457736,U_00003,2025-07-03 01:45:07.830783,27.327113533257613,7
S_7037701,U_00003,2025-07-07 01:45:07.830783,24.23444222429519,9
S_8065787,U_00003,2025-07-19 01:45:07.830783,15.304645799185817,2
S_7372545,U_00003,2025-07-03 01:45:07.830783,26.92376173923084,7
S_1715382,U_00004,2025-07-09 02:37:41.746174,6.771807399197491,5
S_2858353,U_00004,2025-07-03 02:37:41.746174,8.26142945676816,3
S_7651657,U_00004,2025-07-01 02:37:41.746174,39.081708257826186,4
S_4740108,U_00004,2025-07-03 02:37:41.746174,36.02253493938628,3
S_4395784,U_00004,2025-07-03 02:37:41.746174,47.527720453597,2
S_5986878,U_00004,2025-07-03 02:37:41.746174,22.180710578078394,6
S_2749953,U_00004,2025-07-12 02:37:41.746174,32.43069391899505,2
S_7706506,U_00004,2025-07-14 02:37:41.746174,47.600629580214985,6
S_7640067,U_00005,2025-07-31 03:30:15.661566,21.179502825038977,7
S_8167982,U_00005,2025-07-20 03:30:15.661566,8.012878756460877,7
S_3679269,U_00005,2025-07-06 03:30:15.661566,36.674351588311154,5
S_3105489,U_00005,2025-07-06 03:30:15.661566,28.968325790144362,7
S_6120215,U_00005,2025-07-17 03:30:15.661566,18.70155674561382,4
S_1939644,U_00005,2025-07-19 03:30:15.661566,83.10291630757497,5
S_1617178,U_00005,2025-07-04 03:30:15.661566,7.742735618077022,2
S_1137596,U_00005,2025-07-15 03:30:15.661566,81.43780033022561,2
S_2885303,U_00005,2025-07-12 03:30:15.661566,26.61973420422386,4
S_1578110,U_00005,2025-07-13 03:30:15.661566,52.81722907053983,3
S_5870437,U_00005,2025-07-05 03:30:15.661566,35.90342689545459,5
S_7238888,U_00005,2025-07-16 03:30:15.661566,33.98579876059712,3
S_1001803,U_00005,2025-07-07 03:30:15.661566,9.044590907406754,4
S_2997944,U_00005,2025-07-01 03:30:15.661566,34.48639455925264,6
S_9875241,U_00005,2025-07-03 03:30:15.661566,36.99430263879922,9
S_9133716,U_00005,2025-07-19 03:30:15.661566,9.685841832050253,4
S_3517755,U_00005,2025-07-13 03:30:15.661566,37.35529245260001,4
S_8839094,U_00005,2025-07-22 03:30:15.661566,4.7831665906415815,5
S_3136232,U_00005,2025-07-02 03:30:15.661566,23.142269719114122,4
S_3229228,U_00005,2025-07-03 03:30:15.661566,12.27369740535786,6
S_4267414,U_00005,2025-07-24 03:30:15.661566,31.07556497293367,4
S_2699395,U_00005,2025-07-14 03:30:15.661566,9.332076471694716,8
S_6221282,U_00005,2025-07-01 03:30:15.661566,27.40657938619474,3
S_6538081,U_00005,2025-07-09 03:30:15.661566,56.171506603113635,7
S_2469123,U_00005,2025-07-13 03:30:15.661566,9.345718848724461,3
S_9140574,U_00005,2025-07-02 03:30:15.661566,16.972144149283892,8
S_8893996,U_00005,2025-07-05 03:30:15.661566,19.330684774575925,4
S_3429247,U_00005,2025-08-18 03:30:15.661566,27.54674443005347,2
S_2077247,U_00005,2025-07-07 03:30:15.661566,24.48272077559598,9
S_1269334,U_00005,2025-07-01 03:30:15.661566,28.27088274502102,5
S_4871945,U_00005,2025-07-03 03:30:15.661566,55.07058910473902,7
S_8595399,U_00005,2025-07-04 03:30:15.661566,47.061150540585935,7
S_4101122,U_00005,2025-07-03 03:30:15.661566,43.133985004005886,4
S_5493421,U_00005,2025-07-15 03:30:15.661566,40.54040578306934,3
S_3297550,U_00005,2025-07-24 03:30:15.661566,4.769815595313943,3
S_5890243,U_00005,2025-07-04 03:30:15.661566,10.113814317374686,6
S_9629083,U_00005,2025-07-04 03:30:15.661566,34.748021928350255,6
S_2966927,U_00005,2025-07-08 03:30:15.661566,37.163612561436956,5
S_9654202,U_00005,2025-07-26 03:30:15.661566,13.736000792423093,5
S_6288111,U_00006,2025-07-04 04:22:49.576957,36.93352045104555,5
S_5049645,U_00006,2025-08-02 04:22:49.576957,18.182198545158194,4
S_8970529,U_00006,2025-07-08 04:22:49.576957,53.120229459234075,5
S_7867273,U_00006,2025-07-17 04:22:49.576957,7.247244098458716,5
S_3322854,U_00006,2025-07-16 04:22:49.576957,28.970480457585047,5
S_2988896,U_00006,2025-07-01 04:22:49.576957,53.08682531462173,10
S_8426081,U_00006,2025-07-13 04:22:49.576957,15.538539648078372,3
S_7165809,U_00006,2025-07-23 04:22:49.576957,55.85007921998594,2
